id,file_name,original_attribute,origin_score,unmatch_attribute,unmatch_score
69505,CMIC-111k/Ultrasound/Brain/294_HC.png,Ultrasound and Brain,38.32768630981445,Ultrasound and Ovary,29.589141845703125
69506,CMIC-111k/Ultrasound/Brain/776_HC.png,Ultrasound and Brain,41.39860534667969,Ultrasound and Ovary,27.028812408447266
69507,CMIC-111k/Ultrasound/Brain/83_HC.png,Ultrasound and Brain,46.54954528808594,Xray and Dental,15.519926071166992
69508,CMIC-111k/Ultrasound/Brain/720_HC.png,Ultrasound and Brain,42.43244934082031,Ultrasound and Baby,37.741615295410156
69509,CMIC-111k/Ultrasound/Brain/271_HC_1.png,Ultrasound and Brain,43.41719436645508,Ultrasound and Breast,29.819168090820312
69510,CMIC-111k/Ultrasound/Brain/250_HC_1.png,Ultrasound and Brain,43.745269775390625,Endoscopy and Gastroent,10.3439302444458
69511,CMIC-111k/Ultrasound/Brain/42_HC_1.png,Ultrasound and Brain,30.053258895874023,MRI and Alzheimer,12.26470947265625
69512,CMIC-111k/Ultrasound/Brain/745_HC.png,Ultrasound and Brain,37.52942657470703,OCT and Retina,12.753210067749023
69513,CMIC-111k/Ultrasound/Brain/195_HC.png,Ultrasound and Brain,44.68468475341797,CT and Brain,29.123916625976562
69514,CMIC-111k/Ultrasound/Brain/117_HC_1.png,Ultrasound and Brain,39.776920318603516,CT and Brain,22.210166931152344
69515,CMIC-111k/Ultrasound/Brain/117_HC.png,Ultrasound and Brain,38.573211669921875,CT and Brain,23.886016845703125
69516,CMIC-111k/Ultrasound/Brain/70_HC.png,Ultrasound and Brain,30.525100708007812,Xray and Chest,15.339224815368652
69517,CMIC-111k/Ultrasound/Brain/23_HC.png,Ultrasound and Brain,40.62105941772461,Fundus and Retina,19.98090362548828
69518,CMIC-111k/Ultrasound/Brain/414_HC.png,Ultrasound and Brain,43.64447021484375,MRI and Brain,29.49726104736328
69519,CMIC-111k/Ultrasound/Brain/326_HC_1.png,Ultrasound and Brain,44.79547119140625,Ultrasound and Baby,37.62633514404297
69520,CMIC-111k/Ultrasound/Brain/149_2HC.png,Ultrasound and Brain,33.609893798828125,Ultrasound and Ovary,31.23780059814453
69521,CMIC-111k/Ultrasound/Brain/692_2HC.png,Ultrasound and Brain,38.86412048339844,Fundus and Retina,16.864463806152344
69522,CMIC-111k/Ultrasound/Brain/152_2HC.png,Ultrasound and Brain,40.02549743652344,Mamography and Breast,16.557754516601562
69523,CMIC-111k/Ultrasound/Brain/62_HC.png,Ultrasound and Brain,42.12006378173828,Xray and Dental,14.243729591369629
69524,CMIC-111k/Ultrasound/Brain/855_HC.png,Ultrasound and Brain,42.77955627441406,CT and Heart,19.33066177368164
69525,CMIC-111k/Ultrasound/Brain/782_HC.png,Ultrasound and Brain,39.53858184814453,Fundus and Retina,16.734996795654297
69526,CMIC-111k/Ultrasound/Brain/372_2HC.png,Ultrasound and Brain,37.61156463623047,Xray and Skeleton,13.45267105102539
