id,file_name,original_attribute,origin_score,unmatch_attribute,unmatch_score
6000,CMIC-111k/MRI/Alzheimer/non_1306.jpg,MRI and Alzheimer,31.718692779541016,Mamography and Breast,23.661190032958984
6001,CMIC-111k/MRI/Alzheimer/verymild_1209.jpg,MRI and Alzheimer,30.467472076416016,Mamography and Breast,22.29540252685547
6002,CMIC-111k/MRI/Alzheimer/non_2478.jpg,MRI and Alzheimer,31.45014190673828,Fundus and Retina,25.364299774169922
6003,CMIC-111k/MRI/Alzheimer/non_1111.jpg,MRI and Alzheimer,31.121061325073242,Xray and Dental,22.965511322021484
6004,CMIC-111k/MRI/Alzheimer/non_1302.jpg,MRI and Alzheimer,32.17955017089844,MRI and Brain,31.8836727142334
6005,CMIC-111k/MRI/Alzheimer/non_2107.jpg,MRI and Alzheimer,30.760608673095703,Mamography and Breast,21.850732803344727
6006,CMIC-111k/MRI/Alzheimer/non_872.jpg,MRI and Alzheimer,30.24912452697754,MRI and Brain,29.135032653808594
6007,CMIC-111k/MRI/Alzheimer/verymild_120.jpg,MRI and Alzheimer,31.208656311035156,CT and Chest,23.653667449951172
6008,CMIC-111k/MRI/Alzheimer/non_3016.jpg,MRI and Alzheimer,31.543651580810547,Ultrasound and Brain,30.088552474975586
6009,CMIC-111k/MRI/Alzheimer/verymild_472.jpg,MRI and Alzheimer,30.937793731689453,Ultrasound and Baby,19.925256729125977
6010,CMIC-111k/MRI/Alzheimer/verymild_1918.jpg,MRI and Alzheimer,31.339130401611328,Ultrasound and Ovary,22.185287475585938
6011,CMIC-111k/MRI/Alzheimer/non_271.jpg,MRI and Alzheimer,31.139896392822266,Endoscopy and Gastroent,22.87862777709961
6012,CMIC-111k/MRI/Alzheimer/non_1679.jpg,MRI and Alzheimer,30.62572479248047,Ultrasound and Baby,20.617965698242188
6013,CMIC-111k/MRI/Alzheimer/verymild_1855.jpg,MRI and Alzheimer,31.573143005371094,Ultrasound and Brain,30.13306427001953
6014,CMIC-111k/MRI/Alzheimer/verymild_1954.jpg,MRI and Alzheimer,31.855758666992188,OCT and Retina,24.763755798339844
6015,CMIC-111k/MRI/Alzheimer/verymild_1815.jpg,MRI and Alzheimer,32.306053161621094,Ultrasound and Brain,29.792762756347656
6016,CMIC-111k/MRI/Alzheimer/verymild_1692.jpg,MRI and Alzheimer,30.71158218383789,Ultrasound and Breast,20.997638702392578
6017,CMIC-111k/MRI/Alzheimer/verymild_2045.jpg,MRI and Alzheimer,32.10841751098633,Ultrasound and Ovary,24.35364532470703
6018,CMIC-111k/MRI/Alzheimer/non_2929.jpg,MRI and Alzheimer,32.47583770751953,Mamography and Breast,24.738582611083984
6019,CMIC-111k/MRI/Alzheimer/non_685.jpg,MRI and Alzheimer,31.153827667236328,CT and Chest,23.054771423339844
6020,CMIC-111k/MRI/Alzheimer/mild_757.jpg,MRI and Alzheimer,31.514789581298828,CT and Chest,24.387996673583984
6021,CMIC-111k/MRI/Alzheimer/non_405.jpg,MRI and Alzheimer,31.168476104736328,Ultrasound and Baby,20.968505859375
6022,CMIC-111k/MRI/Alzheimer/non_2368.jpg,MRI and Alzheimer,32.21849822998047,Ultrasound and Brain,30.734268188476562
6023,CMIC-111k/MRI/Alzheimer/verymild_1784.jpg,MRI and Alzheimer,30.267803192138672,Xray and Chest,21.685161590576172
6024,CMIC-111k/MRI/Alzheimer/mild_469.jpg,MRI and Alzheimer,31.26112937927246,Ultrasound and Ovary,22.997482299804688
6025,CMIC-111k/MRI/Alzheimer/verymild_174.jpg,MRI and Alzheimer,31.097774505615234,Ultrasound and Ovary,21.496829986572266
6026,CMIC-111k/MRI/Alzheimer/non_1941.jpg,MRI and Alzheimer,29.849781036376953,Dermoscopy and Skin,18.149303436279297
6027,CMIC-111k/MRI/Alzheimer/non_2348.jpg,MRI and Alzheimer,30.438879013061523,CT and Chest,24.40813446044922
6028,CMIC-111k/MRI/Alzheimer/non_697.jpg,MRI and Alzheimer,31.84613800048828,Xray and Chest,21.15727424621582
6029,CMIC-111k/MRI/Alzheimer/non_2653.jpg,MRI and Alzheimer,31.871671676635742,Ultrasound and Ovary,23.643115997314453
6030,CMIC-111k/MRI/Alzheimer/non_1211.jpg,MRI and Alzheimer,33.00992965698242,Xray and Dental,24.94894027709961
6031,CMIC-111k/MRI/Alzheimer/verymild_702.jpg,MRI and Alzheimer,31.0395450592041,Mamography and Breast,22.088512420654297
6032,CMIC-111k/MRI/Alzheimer/verymild_438.jpg,MRI and Alzheimer,32.578189849853516,Xray and Chest,24.710365295410156
6033,CMIC-111k/MRI/Alzheimer/non_1545.jpg,MRI and Alzheimer,31.603328704833984,Ultrasound and Brain,29.13965606689453
